no,provinsi,kab,kecamatan,desa,nik,nama,penghasilan_bulan,jumlah_tanggung_jawab,umur,ibu_hamil,lanjut_usia,disabilitas,jumlah_motor,jumlah_mobil,bpnt,bst,pkh
612,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.69309E+15,Dexter Monshall,1000000,2,78,TIDAK,YA,YA,5,2,YA,YA,YA
613,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.63403E+15,Lynnett Arlett,1000000,3,79,TIDAK,YA,TIDAK,4,1,YA,YA,YA
614,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64208E+15,Wald Leisman,2500000,7,75,TIDAK,YA,TIDAK,6,0,YA,YA,YA
615,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.62202E+15,Madeline Shakelade,3000000,2,41,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
616,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64703E+15,Rochester Andreia,500000,7,70,YA,YA,TIDAK,6,1,YA,YA,YA
617,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.61705E+15,Yetty Burril,500000,2,23,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
618,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64106E+15,Vincents Abrams,1000000,9,66,TIDAK,YA,TIDAK,4,0,YA,YA,YA
619,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.61306E+15,Chrysler Commucci,1000000,5,73,TIDAK,YA,TIDAK,0,1,YA,YA,YA
620,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.65202E+15,Callida Lowfill,1000000,9,48,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
621,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.62712E+15,Lynsey Mourant,2500000,3,36,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
622,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.63306E+15,Huberto Burress,4000000,5,47,TIDAK,TIDAK,YA,6,2,YA,YA,YA
623,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.6241E+15,Ursala Jeannesson,500000,4,29,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
624,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.6151E+15,Zolly Fogt,1500000,9,55,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
625,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.60501E+15,Zara Pendrey,500000,8,34,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
626,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.60603E+15,Alane Jowling,3000000,7,80,TIDAK,YA,TIDAK,0,2,YA,YA,YA
627,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.64605E+15,Verna Hindmore,1000000,5,38,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
628,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.63806E+15,Rafaellle Sonley,4000000,8,44,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
629,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.63411E+15,Sandro Gateland,1000000,7,23,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
630,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.67305E+15,Fernandina Walklate,1000000,5,76,TIDAK,YA,TIDAK,3,0,YA,YA,YA
631,JAWA BARAT,KUNINGAN,CIWARU,KERANGBARU,1.67009E+15,Joly Ackermann,1500000,6,63,TIDAK,YA,YA,1,1,YA,YA,YA
632,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.61104E+15,Titos Steggals,1000000,4,23,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
633,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.69309E+15,Martie Spadari,1500000,7,49,YA,TIDAK,TIDAK,3,1,YA,YA,YA
634,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.61004E+15,Martha Attewell,3000000,6,57,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
635,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.69102E+15,Rozalie Playford,3000000,1,71,TIDAK,YA,TIDAK,5,2,YA,YA,YA
636,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.67404E+15,Greggory Cullingford,1000000,4,61,TIDAK,YA,TIDAK,5,2,YA,YA,YA
637,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.69608E+15,Lulu Chillcot,1000000,6,38,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
638,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.61202E+15,Shoshanna Tiery,1000000,8,51,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
639,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.61509E+15,Darlleen Hallowes,1000000,2,65,TIDAK,YA,TIDAK,5,0,YA,YA,YA
640,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.64511E+15,Linell Strangward,3000000,5,65,TIDAK,YA,TIDAK,1,0,YA,YA,YA
641,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.68805E+15,Kimball Shambrook,1000000,1,78,TIDAK,YA,TIDAK,6,2,YA,YA,YA
642,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.61802E+15,Matty Wisdom,1000000,5,69,TIDAK,YA,YA,0,1,YA,YA,YA
643,JAWA BARAT,KUNINGAN,CIWARU,SAGARANTEN,1.64701E+15,Aggie Mocquer,1500000,8,65,TIDAK,YA,TIDAK,3,2,YA,YA,YA
644,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.68302E+15,Inger Schoenleiter,1000000,2,59,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
645,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.6001E+15,Nerissa Dethloff,3500000,7,32,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
646,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.66704E+15,Ebony Freeborn,1000000,4,74,TIDAK,YA,TIDAK,4,0,YA,YA,YA
647,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.69703E+15,Vivi Swatradge,1500000,2,29,YA,TIDAK,TIDAK,6,0,YA,YA,YA
648,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.60109E+15,Jack Le Prevost,500000,8,34,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
649,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.69604E+15,Ronny Reason,3500000,6,24,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
650,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.69612E+15,Saunder Cabbell,500000,8,72,TIDAK,YA,TIDAK,0,2,YA,YA,YA
651,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.67402E+15,Alexandr Musgrave,500000,1,46,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
652,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.69903E+15,Corabella Feaver,4000000,6,78,TIDAK,YA,YA,4,0,YA,YA,YA
653,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.62412E+15,Irvine Vineall,1000000,4,79,TIDAK,YA,TIDAK,4,0,YA,YA,YA
654,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.64808E+15,Bendick Smythe,3000000,3,62,TIDAK,YA,TIDAK,3,2,YA,YA,YA
655,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.61303E+15,Elbert Pettigree,500000,1,39,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
656,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.69802E+15,Ulrikaumeko Gallehawk,1500000,8,23,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA
657,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.60411E+15,Jorge Groll,1000000,1,32,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
658,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.6811E+15,Alikee Daulton,500000,1,51,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
659,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.60204E+15,Chrysler Fray,1000000,4,62,TIDAK,YA,TIDAK,6,0,YA,YA,YA
660,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.61602E+15,Flem Wrankling,1000000,7,67,TIDAK,YA,TIDAK,0,0,YA,YA,YA
661,JAWA BARAT,KUNINGAN,JAPARA,CITAPEN,1.61901E+15,Kristal Vest,1000000,5,59,YA,TIDAK,YA,3,2,YA,YA,YA
662,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.64305E+15,Auria Pinchen,1000000,1,78,TIDAK,YA,TIDAK,6,2,YA,YA,YA
663,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.60103E+15,Daven Spada,5000000,6,76,TIDAK,YA,TIDAK,6,1,YA,YA,YA
664,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.63611E+15,Bobbye Rosenzwig,3000000,9,64,TIDAK,YA,TIDAK,1,1,YA,YA,YA
665,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.61912E+15,Sukey Desquesnes,1000000,3,59,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
666,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.63511E+15,Alair Vockings,3500000,7,48,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
667,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.69502E+15,Rudiger Huleatt,1000000,7,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA
668,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.66009E+15,Arther Valentino,3500000,7,26,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
669,JAWA BARAT,KUNINGAN,JAPARA,DUKUHDALEM,1.63912E+15,Federico Heyball,1500000,8,23,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
670,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.62701E+15,Frankie Goodwyn,1000000,6,55,TIDAK,TIDAK,YA,4,1,YA,YA,YA
671,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.62004E+15,Meryl Creagh,1000000,8,72,TIDAK,YA,TIDAK,5,0,YA,YA,YA
672,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.61712E+15,Bell Crowter,1000000,9,29,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
673,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.68711E+15,Rodrique Cousen,1000000,6,24,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
674,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.6271E+15,Nonie Everwin,1500000,3,68,TIDAK,YA,TIDAK,2,0,YA,YA,YA
675,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.6121E+15,Jacky Work,1500000,5,39,YA,TIDAK,TIDAK,4,0,YA,YA,YA
676,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.67004E+15,Guenevere Doerling,2500000,6,79,TIDAK,YA,TIDAK,1,1,YA,YA,YA
677,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.62812E+15,Warden Rummings,1000000,2,33,TIDAK,TIDAK,YA,5,0,YA,YA,YA
678,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.61901E+15,Sabrina Penddreth,1000000,1,52,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA
679,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.69306E+15,Dyanne Rispin,2500000,5,35,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
680,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.68702E+15,Padriac Aronov,4000000,4,28,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA
681,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.62406E+15,Garek Eskrick,1000000,2,67,TIDAK,YA,TIDAK,3,2,YA,YA,YA
682,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.60905E+15,Jillene Wortman,1000000,3,43,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
683,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.64912E+15,Greer Castell,500000,1,74,TIDAK,YA,TIDAK,3,2,YA,YA,YA
684,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.60801E+15,Shalom Carnall,3000000,4,74,TIDAK,YA,TIDAK,4,2,YA,YA,YA
685,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.64502E+15,Tiff Guterson,1000000,2,28,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
686,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.6671E+15,Gertrud Attwell,1500000,9,63,TIDAK,YA,YA,4,2,YA,YA,YA
687,JAWA BARAT,KUNINGAN,PASAWAHAN,PADAMATANG,1.62109E+15,Gav Franz-Schoninger,1000000,5,29,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
688,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.67406E+15,Jerad Bockler,1000000,2,46,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
689,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.63305E+15,Marja Oxbrough,3500000,5,60,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
690,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.6921E+15,Patty Asgodby,500000,7,69,YA,YA,TIDAK,2,2,YA,YA,YA
691,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.65907E+15,Noach Cohen,1000000,7,52,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
692,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.67307E+15,Archambault Boydell,1500000,7,39,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
693,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.62911E+15,Reiko Yakubov,1000000,1,51,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
694,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.68806E+15,Giordano Kitchingman,1500000,1,48,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
695,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.62406E+15,Hilde Halgarth,1000000,4,70,TIDAK,YA,YA,3,1,YA,YA,YA
696,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.66609E+15,Adore Dennes,1000000,7,42,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
697,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.67602E+15,Ardeen McFadden,3500000,7,26,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
698,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.6221E+15,Crawford Browning,4000000,7,64,TIDAK,YA,TIDAK,1,2,YA,YA,YA
699,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.69611E+15,Verna Olman,500000,7,52,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
700,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.62305E+15,Jarrett Palfery,1000000,1,73,TIDAK,YA,TIDAK,1,2,YA,YA,YA
701,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.64603E+15,Deina Adlam,1000000,4,76,TIDAK,YA,TIDAK,4,0,YA,YA,YA
702,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.62301E+15,Twila Djorevic,1000000,2,48,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
703,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.65301E+15,Kath Arnout,1000000,1,70,TIDAK,YA,YA,3,1,YA,YA,YA
704,JAWA BARAT,KUNINGAN,PASAWAHAN,PASAWAHAN,1.61308E+15,Merrile Feifer,500000,2,63,TIDAK,YA,TIDAK,2,1,YA,YA,YA
705,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.69502E+15,Agata Ebhardt,500000,2,38,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
706,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.62402E+15,Eolande Guilayn,3000000,5,44,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
707,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.68804E+15,Aloin Bleby,3500000,5,35,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
708,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.63604E+15,Alyosha Soldi,1500000,3,23,YA,TIDAK,TIDAK,3,2,YA,YA,YA
709,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.61705E+15,Zaria Kewley,1500000,9,62,TIDAK,YA,YA,5,1,YA,YA,YA
710,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.60004E+15,Florella Jacobson,1000000,9,35,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
711,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.60303E+15,Danika Cota,500000,2,65,TIDAK,YA,TIDAK,6,1,YA,YA,YA
712,JAWA BARAT,BEKASI,BANTAR GEBANG,CIKIWUL,1.63907E+15,Salome Tipton,1000000,4,77,TIDAK,YA,YA,3,0,YA,YA,YA
713,JAWA BARAT,BEKASI,BANTAR GEBANG,SUMUR BATU,1.69911E+15,Jillene de Savery,1000000,3,28,TIDAK,TIDAK,YA,2,2,YA,YA,YA
714,JAWA BARAT,BEKASI,BANTAR GEBANG,SUMUR BATU,1.60308E+15,Boony Creed,3000000,3,24,TIDAK,TIDAK,YA,0,0,YA,YA,YA
715,JAWA BARAT,BEKASI,BANTAR GEBANG,SUMUR BATU,1.69405E+15,Claudian Rickhuss,3000000,3,54,TIDAK,TIDAK,YA,1,2,YA,YA,YA
716,JAWA BARAT,BEKASI,BANTAR GEBANG,SUMUR BATU,1.64705E+15,Matilda Hazeldene,1000000,1,40,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
717,JAWA BARAT,BEKASI,BANTAR GEBANG,SUMUR BATU,1.68711E+15,Denis Flucker,500000,1,57,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
718,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.61403E+15,Kalina Ible,1500000,2,52,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
719,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.69702E+15,Poppy Jeandon,1500000,7,73,TIDAK,YA,TIDAK,4,1,YA,YA,YA
720,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.66802E+15,Wenda Pattle,4000000,8,53,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
721,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.68711E+15,Tressa Remington,1500000,2,59,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA
722,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.64208E+15,Sher Gulk,3500000,5,59,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
723,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.67909E+15,Nev Grinstead,4000000,7,47,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA
724,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.67505E+15,Berni Rosenbaum,1500000,5,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA
725,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.69712E+15,Kathleen Truckell,1000000,7,55,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
726,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.63906E+15,Donnie Assante,4000000,7,69,TIDAK,YA,TIDAK,3,1,YA,YA,YA
727,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.67604E+15,Burke Grinter,1500000,4,64,TIDAK,YA,TIDAK,6,2,YA,YA,YA
728,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.67907E+15,Nedda Klainer,1000000,8,49,TIDAK,TIDAK,YA,0,2,YA,YA,YA
729,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.68607E+15,Ephrayim Ginman,500000,2,57,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
730,JAWA BARAT,BEKASI,BEKASI BARAT,BINTARA,1.61305E+15,Filmore Daviddi,500000,6,33,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
731,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.63703E+15,Pat Wenderoth,3500000,3,62,TIDAK,YA,TIDAK,4,2,YA,YA,YA
732,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.6381E+15,Amery Prium,1000000,6,36,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA
733,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.6831E+15,Yvon Croucher,1000000,3,33,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
734,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.66706E+15,Nickolaus Wintour,1000000,8,73,TIDAK,YA,TIDAK,5,0,YA,YA,YA
735,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.65603E+15,Ronica Braiden,1000000,3,39,TIDAK,TIDAK,YA,2,2,YA,YA,YA
736,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.69201E+15,Berkie Shrubb,2500000,6,27,YA,TIDAK,TIDAK,4,0,YA,YA,YA
737,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.63907E+15,Ellene Riply,1000000,1,48,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
738,JAWA BARAT,BEKASI,BEKASI BARAT,KOTABARU,1.66909E+15,Thomasine Brittoner,1500000,8,38,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
739,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65604E+15,Marlowe Furtado,1500000,9,35,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
740,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65501E+15,Zondra Bursell,1000000,7,60,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA
741,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.60908E+15,Mariette Worpole,1500000,3,44,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
742,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.6011E+15,Veronica Walker,500000,9,25,TIDAK,TIDAK,YA,0,1,YA,YA,YA
743,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.64102E+15,Bryana Burns,1000000,6,30,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
744,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.66203E+15,Saraann Seatter,1500000,9,71,TIDAK,YA,TIDAK,2,0,YA,YA,YA
745,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65201E+15,Antonino Stanford,3500000,9,39,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
746,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65205E+15,Traci Ricciardi,1000000,3,41,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA
747,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.64012E+15,Bennie Antrack,500000,1,42,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
748,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65304E+15,Hernando MacGaughie,1000000,6,63,TIDAK,YA,TIDAK,2,1,YA,YA,YA
749,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65706E+15,Tadeas Abrahamsson,1000000,1,39,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
750,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.66411E+15,Glendon Joysey,500000,6,35,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA
751,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.66305E+15,Junette Emes,1000000,8,71,TIDAK,YA,TIDAK,1,1,YA,YA,YA
752,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.6961E+15,Sherry Scogings,3500000,4,49,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA
753,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65212E+15,Evered Withams,1000000,5,73,TIDAK,YA,TIDAK,4,0,YA,YA,YA
754,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.65812E+15,Blaire Boal,500000,3,42,TIDAK,TIDAK,YA,6,2,YA,YA,YA
755,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKAMULYA,1.60901E+15,Marena Corston,1000000,1,39,TIDAK,TIDAK,TIDAK,0,0,YA,YA,YA
756,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.6981E+15,Mindy Stockford,3000000,4,25,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA
757,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.60601E+15,Audry Fuidge,1000000,6,49,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA
758,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.67205E+15,Amandie Lackney,500000,5,26,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA
759,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.67503E+15,Murdoch Crighten,4000000,3,36,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA
760,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.63806E+15,Elsa Record,1000000,7,31,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA
761,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.60012E+15,Vanya Selliman,3000000,8,33,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA
762,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.62904E+15,Lief Sedwick,3500000,9,47,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA
763,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.61504E+15,Neala Gerty,1500000,1,27,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA
764,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.67501E+15,Eldredge Studders,3000000,9,35,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA
765,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.60011E+15,Noland McFie,500000,3,77,YA,YA,TIDAK,3,2,YA,YA,YA
766,JAWA BARAT,BEKASI,BEKASI SELATAN,JAKA SETIA,1.61304E+15,Harrietta Howis,3500000,6,66,TIDAK,YA,TIDAK,3,0,YA,YA,YA
