provinsi,kabkota,kecamatan,desa,nik,nama,penghasilan,jmltj,umur,ibuhamil,lansia,disable,jmlmtr,jmlmob,bpnt,bst,pkh,layak
JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,8.12398E+12,Kippy Reddish,1000000,8,41,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,8.12398E+12,Sigrid Dalgetty,1000000,4,46,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,8.12398E+12,Berni Moroney,3000000,4,63,TIDAK,YA,TIDAK,1,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,BINONG,8.12398E+12,Scottie Jeannin,2500000,3,50,YA,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Ambrosio Holdall,1000000,2,38,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Melany Bartusek,4000000,6,79,TIDAK,YA,YA,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Cecilius Orpwood,1000000,3,60,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Phillida Dyke,500000,7,69,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Danna Fernehough,1500000,1,59,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Marjie Rowledge,1000000,2,23,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Alfreda Brent,1500000,3,42,YA,TIDAK,TIDAK,3,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Thekla Edensor,3500000,9,28,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BATU NUNGGAL,GUMURUH,8.12398E+12,Kacey Carneck,2500000,7,62,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Kalle Grist,1000000,8,52,TIDAK,TIDAK,YA,5,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Livia Witherow,500000,4,48,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Anatole Chasen,1000000,9,71,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Arleyne Mugford,500000,9,72,TIDAK,YA,TIDAK,6,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Amara Skoyles,1000000,4,68,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Lorna Kohen,500000,9,45,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Shalne Juszczak,3500000,3,47,YA,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Tera Peirce,1000000,5,66,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Lani Terran,500000,2,43,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CARINGIN,8.12398E+12,Cooper Possell,1000000,6,33,TIDAK,TIDAK,YA,2,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Waverly Collinson,1000000,3,50,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Kelli Gorring,500000,7,40,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Orville Posselwhite,1000000,7,28,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Tamas Nevill,500000,8,67,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Myrle Heustice,500000,7,63,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Jacobo Esposita,1000000,1,60,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Mei Oxenham,1000000,2,55,YA,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Patience Gaukrodge,1500000,4,28,TIDAK,TIDAK,YA,2,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Clarence Colnett,2500000,6,58,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Darin Ipsgrave,1000000,1,55,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Alyssa Vellacott,1500000,5,44,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Thorsten Kull,3500000,9,69,TIDAK,YA,TIDAK,0,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIBUNTU,8.12398E+12,Eamon Manning,3000000,2,74,TIDAK,YA,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Elva Floyed,3500000,6,80,TIDAK,YA,TIDAK,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Patricio Brimble,1000000,8,28,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Enos Czajkowska,1000000,2,47,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Abdel Ingre,1000000,6,71,TIDAK,YA,YA,2,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Leighton Burgen,1000000,8,39,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Marisa Mathiassen,500000,8,77,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Brig Kase,1000000,9,70,TIDAK,YA,TIDAK,0,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Richart Twinberrow,3000000,7,73,YA,YA,TIDAK,1,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Mimi Willbond,4000000,6,35,TIDAK,TIDAK,TIDAK,1,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Carry Humbles,500000,5,32,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Juan Bakes,1000000,1,26,TIDAK,TIDAK,YA,1,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Melina Christer,500000,2,51,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Leonard Edworthye,1000000,8,43,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Far Vankin,4000000,5,51,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Granny Arzu,500000,6,60,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Winnifred Longrigg,1000000,1,53,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Shelly Clashe,1000000,2,52,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG KULON,CIGONDAWEH RAHAYU,8.12398E+12,Mike Szantho,1000000,8,28,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Klara Blackford,1500000,1,63,TIDAK,YA,TIDAK,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Curtis Keetley,1500000,6,59,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Sella Chatterton,2500000,4,61,TIDAK,YA,YA,4,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Paule Southcombe,1000000,3,44,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Annnora Perrott,1500000,8,46,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Maudie Usmar,1000000,5,45,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Teador Bartolomucci,3000000,9,47,YA,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Xaviera Harris,1000000,1,43,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Hermina Girault,3500000,7,38,TIDAK,TIDAK,TIDAK,5,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Anette Hainge,1500000,5,24,TIDAK,TIDAK,YA,6,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Darice Finnick,1000000,5,79,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Nicolais Forge,2500000,7,41,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Haywood Meriguet,3000000,1,25,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Quinlan Furlonge,1500000,6,77,TIDAK,YA,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,CIPAHIT,8.12398E+12,Jeannette Schumacher,3000000,6,48,TIDAK,TIDAK,TIDAK,6,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Tina Weaving,3000000,6,60,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Ashia Musso,1000000,9,31,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Fredra Hemerijk,1000000,6,29,TIDAK,TIDAK,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Catha De la Yglesia,3500000,9,23,TIDAK,TIDAK,YA,4,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Betta Oxenham,3500000,6,78,TIDAK,YA,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Elijah Whitelaw,500000,4,73,TIDAK,YA,TIDAK,6,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Jazmin Sutehall,3000000,5,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BANDUNG WETAN,TAWANGSARI,8.12398E+12,Kally Mathely,1000000,4,68,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Conny Milington,1000000,9,71,TIDAK,YA,TIDAK,5,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Meara Proppers,1000000,9,64,TIDAK,YA,TIDAK,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Ossie Cave,1500000,9,50,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Rennie Angelo,3500000,7,68,TIDAK,YA,TIDAK,5,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Stearne Andrioletti,1000000,2,80,TIDAK,YA,YA,4,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Andeee Meese,1000000,2,80,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Rosemarie Braun,1500000,6,57,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Prudy Chartman,3000000,2,74,TIDAK,YA,TIDAK,6,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Guss Stuckford,1000000,1,61,TIDAK,YA,TIDAK,6,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Donnajean Asling,1000000,6,67,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Zachary Fernie,3000000,4,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Stacie Furlonge,3000000,9,25,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN ASIH,8.12398E+12,Jeralee Siddle,500000,2,62,TIDAK,YA,TIDAK,6,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Marthe Robecon,1000000,4,26,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Collie Cumes,1000000,5,80,TIDAK,YA,YA,0,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Jessy Imos,1000000,8,72,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Vinita Glanester,1000000,8,68,TIDAK,YA,TIDAK,3,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Consuelo Moline,1000000,6,34,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Ava Scholler,500000,2,42,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Agathe Dollin,1500000,1,32,YA,TIDAK,TIDAK,2,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Elaina Skurray,1500000,8,49,YA,TIDAK,TIDAK,2,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KALER,BABAKAN,8.12398E+12,Demetris Huxster,1500000,2,60,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Arman Phelipeaux,500000,6,40,TIDAK,TIDAK,TIDAK,3,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Henrie Darycott,1000000,8,78,TIDAK,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Axe Creech,3000000,7,41,TIDAK,TIDAK,YA,1,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Saunders Semour,1000000,1,73,TIDAK,YA,TIDAK,4,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Zola Ellsworthe,3500000,7,57,TIDAK,TIDAK,TIDAK,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Omar Collie,500000,7,56,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Amelina Riddle,1500000,1,50,TIDAK,TIDAK,TIDAK,2,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Had Derle,1500000,5,40,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Berkie Vischi,3500000,7,24,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Christie Essex,2500000,8,67,TIDAK,YA,TIDAK,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Terri Boggs,1000000,9,62,TIDAK,YA,YA,3,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Dawn Drayn,4000000,4,32,TIDAK,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Reine Noonan,1000000,9,66,TIDAK,YA,TIDAK,4,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,CIBADUYUT,8.12398E+12,Tish Collcott,1000000,6,75,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Jerome Stonham,1000000,8,60,TIDAK,TIDAK,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Stacy Garber,1500000,4,36,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Emelia Arrigucci,1000000,3,37,YA,TIDAK,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Rudyard Biles,500000,7,63,TIDAK,YA,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Ofelia Gillbard,1000000,5,49,TIDAK,TIDAK,TIDAK,5,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Mario Balchen,5000000,1,56,TIDAK,TIDAK,YA,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Phoebe Mepham,1000000,6,45,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Annemarie Newlove,3500000,2,61,TIDAK,YA,TIDAK,2,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Nikki Frapwell,3500000,2,69,TIDAK,YA,TIDAK,4,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Rhody Idale,3000000,9,78,TIDAK,YA,TIDAK,0,2,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Linnet Amiss,1000000,7,36,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Holly-anne Carek,1000000,5,29,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Tracey Nelthorp,500000,5,26,TIDAK,TIDAK,TIDAK,3,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Katerine Robertelli,1000000,9,54,TIDAK,TIDAK,YA,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Hatty Kief,2500000,9,78,TIDAK,YA,TIDAK,5,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Donavon Eyres,1000000,1,54,TIDAK,TIDAK,TIDAK,4,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,MEKARWANGI,8.12398E+12,Pinchas Thirwell,4000000,9,77,TIDAK,YA,TIDAK,5,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Chucho MacCawley,1000000,3,46,TIDAK,TIDAK,TIDAK,6,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Tomkin Taks,2500000,1,47,TIDAK,TIDAK,TIDAK,4,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Byram Wibberley,1500000,2,78,TIDAK,YA,YA,3,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Cletus Jurick,1000000,4,76,TIDAK,YA,TIDAK,4,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Nappie Hainsworth,500000,9,38,TIDAK,TIDAK,TIDAK,1,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Nadine Legge,1000000,3,51,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Herculie Silkston,3500000,2,30,TIDAK,TIDAK,YA,4,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Stesha Beardsall,1000000,6,39,TIDAK,TIDAK,TIDAK,6,0,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Mufinella Farfolomeev,1000000,4,38,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Melesa Caldwall,1000000,7,59,TIDAK,TIDAK,TIDAK,5,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Griselda Hounsome,500000,2,45,TIDAK,TIDAK,TIDAK,2,0,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Michail Castilljo,500000,4,74,TIDAK,YA,TIDAK,4,2,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Vida Pasley,3000000,7,29,TIDAK,TIDAK,TIDAK,4,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Dewie Kilpatrick,1000000,6,74,TIDAK,YA,YA,0,1,YA,YA,YA,YA
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Amalee Daice,3500000,1,51,TIDAK,TIDAK,TIDAK,1,1,YA,YA,YA,TIDAK
JAWA BARAT,BANDUNG,BOJONGLOA KIDUL,SITUSAEUR,8.12398E+12,Dreddy Staton,4000000,7,74,TIDAK,YA,TIDAK,3,1,YA,YA,YA,YA
